0;0;255
58,45449934;0,002137928
85,21336459;0,002930542
116,8374781;0,004275857
143,1155041;0,005349753
172,2058216;0,006541378
211,5729612;0,007863546
235,5330558;0,008934368
267,3370519;0,010689641
293,8659864;0,011911315
344,9751637;0,015270916
393,5795042;0,018630518
432,4774191;0,022600956
473,8079582;0,027487649
507,8406249;0,030541833
444,568327;0,029625578
388,5939016;0,027487649
337,4847243;0,026265976
288,8081711;0,025044303
252,2947385;0,024128048
208,4834336;0,023517211
154,9416322;0,022619064
108,6977032;0,02199012
67,31902238;0,020768446
11,34459688;0,019546773
106,1928664;0,020463028
164,5517743;0,021097684
239,9390509;0,022600956
346,950441;0,024738884
424,7703418;0,027487649
480,6966255;0,030541833
558,5165262;0,034512271
626,6059305;0,040620637
680,0995901;0,045507331
731,1606256;0,053142789
770,0585406;0,059556574
811,3890796;0,066886614
845,4217463;0,073911235
891,6175336;0,08399004
923,2175762;0,091930916
947,5197464;0,099871793
969,3892926;0,105980159
983,9609663;0,113921036
996,100016;0,122472749
1010,67169;0,128886534
1015,512867;0,135605737
1020,354045;0,143546614
1027,627846;0,152709163
